,Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate,Year,Month
3357,4131,1,Senior Unit,1/07/2020,1/08/2020,1/08/2020,Public Housing,LOGAN ,14,5,19,Logan,Waterford,2020,2020-08
3358,4170,2,Dual Occupancy,1/12/2020,1/12/2020,1/12/2020,Public Housing,BURANDA ,14,6,20,Brisbane,Bulimba,2020,2020-12
3359,4005,1,Detached House,1/12/2020,1/12/2020,1/12/2020,Public Housing,FORTITUDE VALLEY ,14,6,20,Brisbane,McConnel,2020,2020-12
3360,4163,1,Detached House,1/04/2021,1/04/2021,1/04/2021,Public Housing,BAYSIDE ,14,6,20,Redland,Oodgeroo,2021,2021-04
3361,4870,2,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,CAIRNS ,14,6,20,Cairns,Cairns,2021,2021-06
3362,4680,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,GLADSTONE ,14,6,20,Gladstone,Gladstone,2021,2021-02
3363,4570,1,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,MAROOCHYDORE ,14,6,20,Gympie,Gympie,2021,2021-03
3364,4557,3,Senior Unit,1/11/2020,1/12/2020,1/12/2020,Public Housing,MAROOCHYDORE ,14,6,20,Sunshine Coast,Buderim,2020,2020-12
3365,4701,4,Senior Unit,1/05/2021,1/05/2021,1/05/2021,Public Housing,ROCKHAMPTON ,14,6,20,Rockhampton,Rockhampton,2021,2021-05
3366,4815,2,Senior Unit,1/05/2021,1/05/2021,1/06/2021,Public Housing,TOWNSVILLE ,14,6,20,Townsville,Thuringowa,2021,2021-06
3367,4883,1,Senior Unit,1/04/2021,1/04/2021,1/04/2021,Public Housing,CAIRNS ,14,7,21,Tablelands,Hill,2021,2021-04
3368,4054,2,Senior Unit,1/08/2020,1/08/2020,1/08/2020,Public Housing,FORTITUDE VALLEY ,14,7,21,Brisbane,Ferny Grove,2020,2020-08
3369,4670,5,Senior Unit,1/03/2021,1/03/2021,1/03/2021,Public Housing,BUNDABERG ,14,7,21,Bundaberg,Bundaberg,2021,2021-03
3370,4127,3,Senior Unit,1/10/2020,1/10/2020,1/10/2020,Public Housing,LOGAN ,14,7,21,Logan,Waterford,2020,2020-10
3371,4740,2,Attached Housing,1/03/2021,1/04/2021,1/04/2021,Public Housing,MACKAY ,14,7,21,Mackay,Mackay,2021,2021-04
3372,0,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,ROCKHAMPTON ,14,7,21,Rockhampton,Keppel,2021,2021-04
3373,4059,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,FORTITUDE VALLEY ,14,7,21,Brisbane,Cooper,2021,2021-03
3374,4207,2,Attached Housing,1/05/2021,1/06/2021,1/06/2021,Public Housing,LOGAN ,14,7,21,Logan,Macalister,2021,2021-06
3375,4883,2,Attached Housing,1/01/2021,1/01/2021,1/01/2021,Public Housing,CAIRNS ,14,7,21,Tablelands,Hill,2021,2021-01
3376,4034,3,Senior Unit,1/07/2020,1/08/2020,1/08/2020,Public Housing,CHERMSIDE ,14,8,22,Brisbane,Nudgee,2020,2020-08
3377,4120,1,Senior Unit,1/10/2020,1/10/2020,1/10/2020,Public Housing,BURANDA ,14,8,22,Brisbane,Greenslopes,2020,2020-10
3378,4551,2,Senior Unit,1/03/2021,1/03/2021,1/04/2021,Public Housing,MAROOCHYDORE ,14,8,22,Sunshine Coast,Caloundra,2021,2021-04
3379,4825,3,Senior Unit,1/07/2020,1/08/2020,1/08/2020,Public Housing,MOUNT ISA ,14,8,22,Mount Isa,Traeger,2020,2020-08
3380,4825,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,MOUNT ISA ,14,8,22,Mount Isa,Traeger,2020,2020-12
3381,4053,2,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,CHERMSIDE ,14,9,23,Brisbane,Stafford,2021,2021-03
3382,4005,1,Senior Unit,1/04/2021,1/04/2021,1/05/2021,Public Housing,FORTITUDE VALLEY ,14,9,23,Brisbane,McConnel,2021,2021-05
3383,4122,1,Senior Unit,1/01/2021,1/02/2021,1/02/2021,Public Housing,BURANDA ,14,9,23,Brisbane,Mansfield,2021,2021-02
3384,4170,1,Duplex,1/07/2020,1/07/2020,1/07/2020,Public Housing,BURANDA ,14,9,23,Brisbane,Bulimba,2020,2020-07
3385,4570,2,Attached Housing,1/11/2020,1/12/2020,1/12/2020,Public Housing,MAROOCHYDORE ,14,9,23,Gympie,Gympie,2020,2020-12
3386,4650,2,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,MARYBOROUGH ,14,9,23,Fraser Coast,Maryborough,2021,2021-03
3387,4301,3,Dual Occupancy,1/09/2020,1/10/2020,1/10/2020,Public Housing,IPSWICH ,14,9,23,Ipswich,Bundamba,2020,2020-10
3388,4114,2,Senior Unit,1/06/2020,1/07/2020,1/07/2020,Public Housing,LOGAN ,14,9,23,Logan,Woodridge,2020,2020-07
3389,4170,2,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,BURANDA ,14,9,23,Brisbane,Bulimba,2021,2021-02
3390,4178,1,Duplex,1/09/2020,1/09/2020,1/10/2020,Public Housing,BAYSIDE ,14,10,24,Brisbane,Lytton,2020,2020-10
3391,0,2,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,BURANDA ,14,10,24,Brisbane,Mansfield,2021,2021-06
3392,4670,2,Cluster Housing,1/01/2021,1/01/2021,1/02/2021,Public Housing,BUNDABERG ,14,10,24,Bundaberg,Bundaberg,2021,2021-02
3393,4343,3,Cluster Housing,1/07/2020,1/08/2020,1/08/2020,Public Housing,IPSWICH ,14,10,24,Lockyer Valley,Lockyer,2020,2020-08
3394,4551,1,Cluster Housing,1/09/2020,1/09/2020,1/09/2020,Public Housing,MAROOCHYDORE ,14,11,25,Sunshine Coast,Caloundra,2020,2020-09
3395,4610,2,Cluster Housing,1/02/2021,1/03/2021,1/03/2021,Public Housing,MARYBOROUGH ,14,11,25,South Burnett,Nanango,2021,2021-03
3396,4216,1,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,GOLD COAST ,14,11,25,Gold Coast,Broadwater,2021,2021-03
3397,4215,2,Detached House,1/02/2021,1/02/2021,1/03/2021,Public Housing,GOLD COAST ,14,11,25,Gold Coast,Southport,2021,2021-03
3398,0,1,Detached House,1/10/2020,1/11/2020,1/11/2020,Public Housing,BURANDA ,14,12,26,Brisbane,Bulimba,2020,2020-11
3399,4870,1,Attached Housing,1/10/2020,1/10/2020,1/10/2020,Public Housing,CAIRNS ,14,12,26,Cairns,Cairns,2020,2020-10
3400,4508,3,Attached Housing,1/07/2020,1/08/2020,1/08/2020,Public Housing,MORETON BAY ,14,12,26,Moreton Bay,Bancroft,2020,2020-08
3401,4865,3,Senior Unit,1/02/2021,1/03/2021,1/03/2021,Public Housing,CAIRNS ,14,12,26,Cairns,Mulgrave,2021,2021-03
3402,4740,2,Senior Unit,1/02/2021,1/03/2021,1/03/2021,Public Housing,MACKAY ,14,12,26,Mackay,Mackay,2021,2021-03
3403,4701,2,Senior Unit,1/10/2020,1/10/2020,1/10/2020,Public Housing,ROCKHAMPTON ,14,12,26,Rockhampton,Rockhampton,2020,2020-10
3404,4101,2,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,FORTITUDE VALLEY ,14,13,27,Brisbane,South Brisbane,2020,2020-07
3405,4122,2,Attached Housing,1/06/2020,1/07/2020,1/07/2020,Public Housing,BURANDA ,14,13,27,Brisbane,Mansfield,2020,2020-07
3406,4870,3,Senior Unit,1/03/2021,1/03/2021,1/04/2021,Public Housing,CAIRNS ,14,13,27,Cairns,Cairns,2021,2021-04
3407,4870,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,CAIRNS ,14,13,27,Cairns,Cairns,2021,2021-04
3408,4114,3,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,LOGAN ,14,13,27,Logan,Woodridge,2020,2020-07
3409,4650,2,Apartment,1/08/2020,1/08/2020,1/09/2020,Public Housing,MARYBOROUGH ,14,13,27,Fraser Coast,Maryborough,2020,2020-09
3410,4502,3,Senior Unit,1/09/2020,1/09/2020,1/10/2020,Public Housing,MORETON BAY ,14,13,27,Moreton Bay,Kurwongbah,2020,2020-10
3411,4854,2,Senior Unit,1/08/2020,1/08/2020,1/09/2020,Public Housing,CAIRNS ,14,13,27,Cassowary Coast,Hill,2020,2020-09
3412,4053,2,Senior Unit,1/06/2020,1/07/2020,1/07/2020,Public Housing,CHERMSIDE ,14,14,28,Brisbane,Stafford,2020,2020-07
3413,4018,1,Senior Unit,1/11/2020,1/11/2020,1/12/2020,Public Housing,CHERMSIDE ,14,14,28,Brisbane,Sandgate,2020,2020-12
3414,4017,2,Senior Unit,1/05/2021,1/05/2021,1/06/2021,Public Housing,CHERMSIDE ,14,14,28,Brisbane,Sandgate,2021,2021-06
3415,4012,1,Senior Unit,1/11/2020,1/12/2020,1/12/2020,Public Housing,CHERMSIDE ,14,14,28,Brisbane,Nudgee,2020,2020-12
3416,4034,2,Senior Unit,1/04/2021,1/04/2021,1/05/2021,Public Housing,CHERMSIDE ,14,14,28,Brisbane,Nudgee,2021,2021-05
3417,4870,1,Senior Unit,1/03/2021,1/03/2021,1/04/2021,Public Housing,CAIRNS ,14,14,28,Cairns,Cairns,2021,2021-04
3418,4570,1,Apartment,1/12/2020,1/12/2020,1/01/2021,Public Housing,MAROOCHYDORE ,14,14,28,Gympie,Gympie,2021,2021-01
3419,4019,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,MORETON BAY ,14,14,28,Moreton Bay,Redcliffe,2021,2021-04
3420,4019,1,Apartment,1/07/2020,1/07/2020,1/08/2020,Public Housing,MORETON BAY ,14,14,28,Moreton Bay,Redcliffe,2020,2020-08
3421,4020,1,Attached Housing,1/11/2020,1/12/2020,1/12/2020,Public Housing,MORETON BAY ,14,14,28,Moreton Bay,Redcliffe,2020,2020-12
3422,4501,1,Attached Housing,1/07/2020,1/08/2020,1/08/2020,Public Housing,MORETON BAY ,14,14,28,Moreton Bay,Kurwongbah,2020,2020-08
3423,4120,1,Detached House,1/06/2020,1/07/2020,1/07/2020,Public Housing,BURANDA ,14,15,29,Brisbane,Greenslopes,2020,2020-07
3424,4122,1,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,BURANDA ,14,15,29,Brisbane,Greenslopes,2020,2020-12
3425,4178,1,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,BAYSIDE ,14,15,29,Brisbane,Lytton,2021,2021-06
3426,4064,1,Detached House,1/02/2021,1/02/2021,1/03/2021,Public Housing,FORTITUDE VALLEY ,14,15,29,Brisbane,Cooper,2021,2021-03
3427,4006,2,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,FORTITUDE VALLEY ,14,15,29,Brisbane,McConnel,2021,2021-02
3428,4670,3,Dual Occupancy,1/04/2021,1/05/2021,1/05/2021,Public Housing,BUNDABERG ,14,15,29,Bundaberg,Bundaberg,2021,2021-05
3429,4551,2,Detached House,1/03/2021,1/04/2021,1/04/2021,Public Housing,MAROOCHYDORE ,14,15,29,Sunshine Coast,Caloundra,2021,2021-04
3430,4157,1,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,BAYSIDE ,14,15,29,Redland,Capalaba,2021,2021-06
3431,4556,2,Duplex,1/01/2021,1/01/2021,1/02/2021,Public Housing,MAROOCHYDORE ,14,15,29,Sunshine Coast,Buderim,2021,2021-02
3432,4034,2,Duplex,1/02/2021,1/03/2021,1/03/2021,Public Housing,CHERMSIDE ,14,15,29,Brisbane,Nudgee,2021,2021-03
3433,4161,1,Attached Housing,1/08/2020,1/09/2020,1/09/2020,Public Housing,BAYSIDE ,14,16,30,Redland,Capalaba,2020,2020-09
3434,4825,3,Attached Housing,1/02/2021,1/02/2021,1/03/2021,Public Housing,MOUNT ISA ,14,16,30,Mount Isa,Traeger,2021,2021-03
3435,4103,2,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,BURANDA ,14,17,31,Brisbane,Miller,2020,2020-10
3436,4105,1,Detached House,1/12/2020,1/12/2020,1/01/2021,Public Housing,BURANDA ,14,17,31,Brisbane,Toohey,2021,2021-01
3437,4510,3,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,MORETON BAY ,14,17,31,Moreton Bay,Morayfield,2020,2020-07
3438,4102,1,Senior Unit,1/11/2020,1/11/2020,1/12/2020,Public Housing,FORTITUDE VALLEY ,14,18,32,Brisbane,South Brisbane,2020,2020-12
3439,4860,2,Attached Housing,1/07/2020,1/07/2020,1/08/2020,Public Housing,CAIRNS ,14,18,32,Cassowary Coast,Hill,2020,2020-08
3440,4508,3,Senior Unit,1/09/2020,1/10/2020,1/10/2020,Public Housing,MORETON BAY ,14,19,33,Moreton Bay,Bancroft,2020,2020-10
3441,4170,2,Senior Unit,1/06/2020,1/06/2020,1/07/2020,Public Housing,BURANDA ,14,20,34,Brisbane,Bulimba,2020,2020-07
3442,4011,1,Senior Unit,1/05/2021,1/06/2021,1/06/2021,Public Housing,FORTITUDE VALLEY ,14,20,34,Brisbane,Clayfield,2021,2021-06
3443,4151,1,Senior Unit,1/07/2020,1/08/2020,1/08/2020,Public Housing,BURANDA ,14,20,34,Brisbane,Greenslopes,2020,2020-08
3444,4007,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,FORTITUDE VALLEY ,14,20,34,Brisbane,Clayfield,2021,2021-03
3445,4570,3,Senior Unit,1/01/2021,1/02/2021,1/02/2021,Public Housing,MAROOCHYDORE ,14,20,34,Gympie,Gympie,2021,2021-02
3446,4558,3,Senior Unit,1/02/2021,1/02/2021,1/03/2021,Public Housing,MAROOCHYDORE ,14,20,34,Sunshine Coast,Maroochydore,2021,2021-03
3447,4068,1,Attached Housing,1/05/2021,1/06/2021,1/06/2021,Public Housing,FORTITUDE VALLEY ,14,21,35,Brisbane,Maiwar,2021,2021-06
3448,4740,2,Attached Housing,1/09/2020,1/09/2020,1/10/2020,Public Housing,MACKAY ,14,21,35,Mackay,Mackay,2020,2020-10
3449,4021,2,Apartment,1/07/2020,1/08/2020,1/08/2020,Public Housing,MORETON BAY ,14,21,35,Moreton Bay,Redcliffe,2020,2020-08
3450,4105,2,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,BURANDA ,14,21,35,Brisbane,Toohey,2021,2021-03
3451,0,2,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,BURANDA ,14,21,35,Brisbane,Toohey,2020,2020-09
3452,4178,2,Apartment,1/11/2020,1/11/2020,1/12/2020,Public Housing,BAYSIDE ,14,22,36,Brisbane,Lytton,2020,2020-12
3453,4102,1,Senior Unit,1/08/2020,1/09/2020,1/10/2020,Public Housing,FORTITUDE VALLEY ,14,22,36,Brisbane,South Brisbane,2020,2020-10
3454,4064,1,Senior Unit,1/09/2020,1/10/2020,1/10/2020,Public Housing,FORTITUDE VALLEY ,14,22,36,Brisbane,Cooper,2020,2020-10
3455,4034,1,Senior Unit,1/01/2021,1/01/2021,1/02/2021,Public Housing,CHERMSIDE ,14,22,36,Brisbane,Aspley,2021,2021-02
3456,4880,2,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,CAIRNS ,14,22,36,Mareeba,Cook,2020,2020-12
3457,4885,3,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,CAIRNS ,14,22,36,Tablelands,Hill,2020,2020-12
3458,4054,1,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,FORTITUDE VALLEY ,14,22,36,Brisbane,Ferny Grove,2021,2021-05
3459,4161,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,BAYSIDE ,14,23,37,Redland,Capalaba,2021,2021-03
3460,4122,1,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,BURANDA ,14,24,38,Brisbane,Mansfield,2021,2021-06
3461,4655,1,Detached House,1/08/2020,1/08/2020,1/09/2020,Public Housing,MARYBOROUGH ,14,24,38,Fraser Coast,Hervey Bay,2020,2020-09
3462,4870,2,Duplex,1/02/2021,1/02/2021,1/03/2021,Public Housing,CAIRNS ,14,25,39,Cairns,Cairns,2021,2021-03
3463,4566,2,Detached House,1/12/2020,1/12/2020,1/01/2021,Public Housing,MAROOCHYDORE ,14,25,39,Noosa,Noosa,2021,2021-01
3464,4103,1,Detached House,1/10/2020,1/11/2020,1/12/2020,Public Housing,BURANDA ,14,26,40,Brisbane,Miller,2020,2020-12
3465,4017,1,Detached House,1/03/2021,1/03/2021,1/04/2021,Public Housing,CHERMSIDE ,14,26,40,Brisbane,Sandgate,2021,2021-04
3466,4502,1,Detached House,1/10/2020,1/11/2020,1/12/2020,Public Housing,MORETON BAY ,14,26,40,Moreton Bay,Kurwongbah,2020,2020-12
3467,4105,2,Detached House,1/02/2021,1/02/2021,1/03/2021,Public Housing,BURANDA ,14,27,41,Brisbane,Toohey,2021,2021-03
3468,4551,1,Senior Unit,1/06/2020,1/06/2020,1/07/2020,Public Housing,MAROOCHYDORE ,14,27,41,Sunshine Coast,Caloundra,2020,2020-07
3469,4650,2,Senior Unit,1/08/2020,1/08/2020,1/09/2020,Public Housing,MARYBOROUGH ,14,27,41,Fraser Coast,Maryborough,2020,2020-09
3470,4502,1,Senior Unit,1/11/2020,1/11/2020,1/12/2020,Public Housing,MORETON BAY ,14,28,42,Moreton Bay,Kurwongbah,2020,2020-12
3471,4017,1,Senior Unit,1/03/2021,1/03/2021,1/04/2021,Public Housing,CHERMSIDE ,14,29,43,Brisbane,Sandgate,2021,2021-04
3472,4820,2,Senior Unit,1/03/2021,1/03/2021,1/04/2021,Public Housing,TOWNSVILLE ,14,29,43,Charters Towers,Traeger,2021,2021-04
3473,4870,1,Apartment,1/06/2020,1/07/2020,1/08/2020,Public Housing,CAIRNS ,14,29,43,Cairns,Cairns,2020,2020-08
3474,4051,2,Attached Housing,1/09/2020,1/09/2020,1/10/2020,Public Housing,FORTITUDE VALLEY ,14,30,44,Brisbane,Ferny Grove,2020,2020-10
3475,4680,3,Attached Housing,1/12/2020,1/12/2020,1/01/2021,Public Housing,GLADSTONE ,14,32,46,Gladstone,Gladstone,2021,2021-01
3476,4215,1,Detached House,1/02/2021,1/02/2021,1/03/2021,Public Housing,GOLD COAST ,14,33,47,Gold Coast,Bonney,2021,2021-03
3477,4020,1,Detached House,1/12/2020,1/12/2020,1/01/2021,Public Housing,MORETON BAY ,14,33,47,Moreton Bay,Redcliffe,2021,2021-01
3478,4606,3,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,MARYBOROUGH ,14,33,47,South Burnett,Nanango,2021,2021-06
3479,0,2,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,TOWNSVILLE ,14,33,47,Townsville,Mundingburra,2020,2020-07
3480,4169,2,Duplex,1/03/2021,1/03/2021,1/04/2021,Public Housing,FORTITUDE VALLEY ,14,34,48,Brisbane,South Brisbane,2021,2021-04
3481,4012,1,Detached House,1/02/2021,1/03/2021,1/04/2021,Public Housing,CHERMSIDE ,14,34,48,Brisbane,Nudgee,2021,2021-04
3482,4655,2,Detached House,1/07/2020,1/08/2020,1/09/2020,Public Housing,MARYBOROUGH ,14,35,49,Fraser Coast,Hervey Bay,2020,2020-09
3483,4051,2,Detached House,1/05/2020,1/05/2020,1/07/2020,Public Housing,FORTITUDE VALLEY ,14,36,50,Brisbane,Stafford,2020,2020-07
3484,4169,1,Detached House,1/10/2020,1/10/2020,1/11/2020,Public Housing,FORTITUDE VALLEY ,14,36,50,Brisbane,South Brisbane,2020,2020-11
3485,4171,1,Detached House,1/02/2021,1/03/2021,1/04/2021,Public Housing,BURANDA ,14,37,51,Brisbane,Bulimba,2021,2021-04
3486,4031,1,Detached House,1/07/2020,1/08/2020,1/09/2020,Public Housing,CHERMSIDE ,14,38,52,Brisbane,Stafford,2020,2020-09
3487,4178,1,Detached House,1/04/2021,1/04/2021,1/06/2021,Public Housing,BAYSIDE ,14,39,53,Brisbane,Lytton,2021,2021-06
3488,4870,3,Senior Unit,1/03/2021,1/03/2021,1/05/2021,Public Housing,CAIRNS ,14,49,63,Cairns,Cairns,2021,2021-05
3489,4030,1,Senior Unit,1/01/2021,1/01/2021,1/03/2021,Public Housing,FORTITUDE VALLEY ,14,50,64,Brisbane,Clayfield,2021,2021-03
3490,4215,1,Senior Unit,1/03/2021,1/04/2021,1/06/2021,Public Housing,GOLD COAST ,14,50,64,Gold Coast,Bonney,2021,2021-06
3491,4507,1,Senior Unit,1/11/2020,1/11/2020,1/01/2021,Public Housing,MORETON BAY ,14,51,65,Moreton Bay,Pumicestone,2021,2021-01
3492,4209,4,Senior Unit,1/04/2021,1/04/2021,1/06/2021,Public Housing,GOLD COAST ,14,52,66,Gold Coast,Theodore,2021,2021-06
3493,4825,3,Attached Housing,1/12/2020,1/12/2020,1/02/2021,Public Housing,MOUNT ISA ,14,54,68,Mount Isa,Traeger,2021,2021-02
3494,4019,2,Attached Housing,1/09/2020,1/10/2020,1/12/2020,Public Housing,MORETON BAY ,14,60,74,Moreton Bay,Redcliffe,2020,2020-12
3495,4825,1,Attached Housing,1/05/2020,1/06/2020,1/08/2020,Public Housing,MOUNT ISA ,14,61,75,Mount Isa,Traeger,2020,2020-08
3496,4650,2,Apartment,1/10/2020,1/11/2020,1/01/2021,Public Housing,MARYBOROUGH ,14,63,77,Fraser Coast,Maryborough,2021,2021-01
3497,4870,3,Detached House,1/11/2020,1/11/2020,1/02/2021,Public Housing,CAIRNS ,14,67,81,Cairns,Cairns,2021,2021-02
3498,4817,2,Attached Housing,1/04/2020,1/05/2020,1/07/2020,Public Housing,TOWNSVILLE ,14,68,82,Townsville,Thuringowa,2020,2020-07
3499,4032,1,Attached Housing,1/02/2021,1/02/2021,1/05/2021,Public Housing,CHERMSIDE ,14,69,83,Brisbane,Stafford,2021,2021-05
3500,4510,1,Attached Housing,1/12/2020,1/12/2020,1/03/2021,Public Housing,MORETON BAY ,14,75,89,Moreton Bay,Morayfield,2021,2021-03
3501,4215,1,Senior Unit,1/04/2020,1/04/2020,1/07/2020,Public Housing,GOLD COAST ,14,80,94,Gold Coast,Southport,2020,2020-07
3502,4104,1,Senior Unit,1/05/2020,1/05/2020,1/10/2020,Public Housing,BURANDA ,14,130,144,Brisbane,Miller,2020,2020-10
3503,4053,2,Senior Unit,1/09/2020,1/09/2020,1/09/2020,Public Housing,CHERMSIDE ,15,0,15,Brisbane,Stafford,2020,2020-09
3504,4101,2,Senior Unit,1/03/2021,1/04/2021,1/04/2021,Public Housing,FORTITUDE VALLEY ,15,0,15,Brisbane,South Brisbane,2021,2021-04
3505,4170,1,Senior Unit,1/01/2021,1/01/2021,1/01/2021,Public Housing,BURANDA ,15,0,15,Brisbane,Bulimba,2021,2021-01
3506,4030,1,Senior Unit,1/05/2021,1/05/2021,1/05/2021,Public Housing,FORTITUDE VALLEY ,15,0,15,Brisbane,Clayfield,2021,2021-05
3507,4207,3,Senior Unit,1/02/2021,1/02/2021,1/02/2021,Public Housing,LOGAN ,15,0,15,Logan,Macalister,2021,2021-02
3508,4207,1,Senior Unit,1/05/2021,1/06/2021,1/06/2021,Public Housing,LOGAN ,15,0,15,Logan,Macalister,2021,2021-06
3509,4078,2,Senior Unit,1/11/2020,1/11/2020,1/11/2020,Public Housing,INALA ,15,0,15,Brisbane,Inala,2020,2020-11
3510,4702,3,Senior Unit,1/03/2021,1/04/2021,1/04/2021,Public Housing,ROCKHAMPTON ,15,0,15,Rockhampton,Rockhampton,2021,2021-04
3511,4300,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,IPSWICH ,15,0,15,Ipswich,Jordan,2021,2021-03
3512,4114,2,Senior Unit,1/09/2020,1/09/2020,1/09/2020,Public Housing,LOGAN ,15,0,15,Logan,Woodridge,2020,2020-09
3513,4740,5,Senior Unit,1/10/2020,1/10/2020,1/10/2020,Public Housing,MACKAY ,15,0,15,Mackay,Mackay,2020,2020-10
3514,0,3,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,MAROOCHYDORE ,15,0,15,Sunshine Coast,Nicklin,2021,2021-05
3515,4114,2,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,LOGAN ,15,0,15,Logan,Woodridge,2021,2021-03
3516,4178,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,BAYSIDE ,15,0,15,Brisbane,Lytton,2021,2021-03
3517,4883,4,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,CAIRNS ,15,1,16,Tablelands,Hill,2021,2021-02
3518,4051,1,Senior Unit,1/06/2020,1/07/2020,1/07/2020,Public Housing,FORTITUDE VALLEY ,15,1,16,Brisbane,Ferny Grove,2020,2020-07
3519,4034,3,Senior Unit,1/09/2020,1/10/2020,1/10/2020,Public Housing,CHERMSIDE ,15,1,16,Brisbane,Nudgee,2020,2020-10
3520,4034,2,Senior Unit,1/05/2021,1/05/2021,1/05/2021,Public Housing,CHERMSIDE ,15,1,16,Brisbane,Nudgee,2021,2021-05
3521,4013,1,Senior Unit,1/08/2020,1/08/2020,1/08/2020,Public Housing,CHERMSIDE ,15,1,16,Brisbane,Nudgee,2020,2020-08
3522,4110,1,Senior Unit,1/01/2021,1/02/2021,1/02/2021,Public Housing,INALA ,15,1,16,Brisbane,Algester,2021,2021-02
3523,4102,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,FORTITUDE VALLEY ,15,1,16,Brisbane,South Brisbane,2020,2020-11
3524,4207,3,Senior Unit,1/09/2020,1/10/2020,1/10/2020,Public Housing,LOGAN ,15,1,16,Logan,Macalister,2020,2020-10
3525,4740,1,Senior Unit,1/09/2020,1/09/2020,1/09/2020,Public Housing,MACKAY ,15,1,16,Mackay,Mackay,2020,2020-09
3526,4114,2,Senior Unit,1/11/2020,1/11/2020,1/11/2020,Public Housing,LOGAN ,15,1,16,Logan,Woodridge,2020,2020-11
3527,4006,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,FORTITUDE VALLEY ,15,1,16,Brisbane,McConnel,2021,2021-04
3528,4740,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,MACKAY ,15,1,16,Mackay,Mackay,2021,2021-04
3529,4051,2,Apartment,1/10/2020,1/10/2020,1/10/2020,Public Housing,FORTITUDE VALLEY ,15,2,17,Brisbane,Everton,2020,2020-10
3530,4110,3,Duplex,1/09/2020,1/09/2020,1/09/2020,Public Housing,INALA ,15,2,17,Brisbane,Algester,2020,2020-09
3531,4064,1,Duplex,1/02/2021,1/02/2021,1/02/2021,Public Housing,FORTITUDE VALLEY ,15,2,17,Brisbane,Cooper,2021,2021-02
3532,4152,2,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,BURANDA ,15,2,17,Brisbane,Chatsworth,2020,2020-10
3533,4870,1,Duplex,1/05/2021,1/05/2021,1/05/2021,Public Housing,CAIRNS ,15,2,17,Cairns,Cairns,2021,2021-05
3534,4570,3,Duplex,1/06/2021,1/06/2021,1/06/2021,Public Housing,MAROOCHYDORE ,15,2,17,Gympie,Gympie,2021,2021-06
3535,4114,3,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,LOGAN ,15,2,17,Logan,Woodridge,2020,2020-09
3536,4825,2,Cluster Housing,1/09/2020,1/09/2020,1/09/2020,Public Housing,MOUNT ISA ,15,2,17,Mount Isa,Traeger,2020,2020-09
3537,4807,3,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,TOWNSVILLE ,15,3,18,Burdekin,Burdekin,2020,2020-09
